metric_id,campaign_id,impressions,clicks,conversions,bounces,metric_date
8829,990,16829,1451,192,80,28-03-2016
8830,990,7115,447,82,79,17-03-2016
8831,990,3564,329,55,162,22-03-2016
8832,990,21919,1167,18,124,27-03-2016
8833,990,20159,1744,207,141,30-03-2016
8834,991,23384,2404,315,43,29-08-2017
8835,991,3147,73,264,135,09-08-2017
8836,991,6516,730,116,115,16-09-2017
8837,991,19754,1069,463,164,22-08-2017
8838,991,24718,1127,184,134,23-08-2017
8839,991,14077,1164,23,186,12-08-2017
8840,991,10334,325,41,42,11-09-2017
8841,991,5791,350,381,197,16-08-2017
8842,991,5991,189,493,178,28-08-2017
8843,991,10412,1181,289,186,14-09-2017
8844,991,9587,288,218,58,17-09-2017
8845,991,16616,374,226,107,08-09-2017
8846,991,6148,469,446,39,21-09-2017
8847,992,15865,808,430,40,07-10-2017
8848,992,5531,300,430,169,08-10-2017
8849,992,10272,781,478,22,27-10-2017
8850,992,23747,2264,465,110,25-10-2017
8851,992,4667,250,381,18,04-10-2017
8852,992,14303,1303,308,139,29-09-2017
8853,992,22712,2568,476,98,30-10-2017
8854,992,19360,417,400,141,26-10-2017
8855,992,5956,346,115,115,02-10-2017
8856,992,6642,757,76,180,02-11-2017
8857,992,18143,787,223,23,18-10-2017
8858,992,4309,157,419,11,03-11-2017
8859,993,16698,1263,41,72,05-02-2016
8860,993,5184,527,191,42,27-01-2016
8861,993,6506,664,181,50,01-02-2016
8862,993,6113,517,425,50,07-02-2016
8863,993,15589,1596,49,174,30-01-2016
8864,993,19093,923,142,81,04-02-2016
8865,994,8530,763,142,23,22-06-2016
8866,994,14659,488,353,46,17-06-2016
8867,994,20305,1061,292,28,26-06-2016
8868,994,13437,531,208,24,23-06-2016
8869,994,7947,539,127,108,12-06-2016
8870,994,6343,521,365,18,21-06-2016
8871,994,12799,807,272,192,14-06-2016
8872,994,22162,874,19,41,16-06-2016
8873,994,25000,1096,348,98,18-06-2016
8874,994,15001,1293,268,13,15-06-2016
8875,994,5940,206,75,80,13-06-2016
8876,994,10514,498,409,174,24-06-2016
8877,994,23373,2401,75,199,20-06-2016
8878,995,9933,453,332,115,22-02-2017
8879,995,20334,1693,105,113,29-01-2017
8880,995,8923,620,342,123,09-02-2017
8881,995,20888,2017,123,47,05-03-2017
8882,995,15378,1645,443,33,12-02-2017
8883,996,23766,1161,480,58,10-11-2017
8884,996,5932,665,328,116,15-11-2017
8885,996,9020,321,151,176,29-10-2017
8886,996,16067,775,218,111,30-10-2017
8887,996,17491,1019,370,181,14-11-2017
8888,996,4301,295,345,114,17-11-2017
8889,996,4223,110,188,115,13-11-2017
8890,996,24095,2003,250,70,08-11-2017
8891,996,19507,669,467,51,02-11-2017
8892,997,22449,2234,94,120,12-06-2016
8893,997,8358,785,183,143,31-05-2016
8894,997,22279,2533,285,4,29-05-2016
8895,997,8224,864,88,57,09-06-2016
8896,997,8890,363,36,130,13-06-2016
8897,997,13458,1310,211,87,05-06-2016
8898,997,4001,371,435,188,27-06-2016
8899,997,17172,1984,414,130,02-06-2016
8900,997,18137,1572,7,96,07-06-2016
8901,997,22273,499,182,170,23-05-2016
8902,997,23035,1488,394,159,26-06-2016
8903,997,22559,2550,487,133,10-06-2016
8904,997,14328,1669,472,142,28-06-2016
8905,998,6841,675,412,54,14-09-2016
8906,998,15580,1642,377,148,08-09-2016
8907,998,16715,843,323,80,26-09-2016
8908,998,7367,403,35,50,25-09-2016
8909,998,6345,705,278,54,07-09-2016
8910,998,10358,654,303,136,01-10-2016
8911,998,24047,2469,461,12,13-09-2016
8912,998,6419,610,367,59,23-09-2016
8913,998,7493,452,241,111,10-09-2016
8914,998,9716,226,180,19,28-09-2016
8915,998,10710,815,344,146,29-09-2016
8916,998,23986,2877,341,103,22-09-2016
8917,998,11001,1177,62,44,15-09-2016
8918,999,16705,1214,74,138,18-03-2016
8919,999,5472,590,17,20,12-04-2016
8920,999,3017,152,240,145,29-03-2016
8921,999,13875,931,349,29,02-04-2016
8922,999,12280,1425,48,9,23-03-2016
8923,999,9484,319,280,49,01-04-2016
8924,999,19533,1637,371,154,19-03-2016
8925,999,11903,1405,114,60,05-04-2016
8926,999,16343,902,329,131,07-04-2016
8927,999,15193,783,278,148,24-03-2016
8928,999,15429,1708,406,182,14-04-2016
8929,999,19281,2019,102,132,25-03-2016
8930,999,24965,825,305,118,31-03-2016
8931,999,6069,159,279,15,21-03-2016
8932,999,8211,514,351,197,28-03-2016
8933,1000,6493,570,442,188,09-08-2017
8934,1000,20642,1364,403,152,01-08-2017
8935,1000,20299,2341,351,49,15-08-2017
8936,1000,15628,495,207,130,25-08-2017
8937,1000,5802,486,97,16,03-08-2017
8938,1000,8910,955,325,167,28-08-2017
8939,1000,19532,1759,434,22,13-08-2017
8940,1000,16882,785,187,185,10-08-2017
8941,1000,9364,599,119,110,29-07-2017
8942,1000,18480,901,280,172,03-09-2017
8943,1000,5214,153,454,77,23-08-2017
8944,1000,11422,1244,269,199,16-08-2017
8945,1000,12795,318,40,139,31-08-2017
8946,1000,9581,603,374,18,25-07-2017
8947,1001,6244,275,456,75,11-11-2017
8948,1001,4595,461,440,59,13-11-2017
8949,1001,7315,711,412,49,10-11-2017
8950,1001,12930,324,308,143,14-11-2017
8951,1001,19182,843,32,136,16-11-2017
8952,1001,16476,1334,87,39,17-11-2017
8953,1001,21962,696,122,31,15-11-2017
8954,1001,21790,1529,383,156,19-11-2017
8955,1001,24564,1955,196,109,12-11-2017
8956,1001,8886,343,31,181,18-11-2017
8957,1002,4377,453,99,157,26-03-2016
8958,1002,24359,2716,270,51,23-03-2016
8959,1002,8905,906,288,8,25-03-2016
8960,1002,8408,330,99,152,22-03-2016
8961,1002,8756,837,4,88,15-03-2016
8962,1002,10995,567,68,61,11-04-2016
8963,1002,8476,490,48,47,19-03-2016
8964,1003,16369,642,156,100,29-03-2016
8965,1003,10583,227,284,185,27-03-2016
8966,1003,10887,950,404,89,25-03-2016
8967,1003,8424,990,425,195,26-03-2016
8968,1003,4205,251,179,150,23-03-2016
8969,1003,17020,1712,357,119,24-03-2016
8970,1003,17933,588,196,55,28-03-2016
8971,1003,11299,556,459,115,22-03-2016
8972,1003,7881,749,8,91,31-03-2016
8973,1003,16175,347,379,154,30-03-2016
8974,1004,24361,849,489,144,09-11-2017
8975,1004,19210,1183,347,116,08-11-2017
8976,1004,3347,138,427,112,03-11-2017
8977,1004,13989,610,209,171,30-10-2017
8978,1004,14325,1273,74,80,21-11-2017
8979,1004,11230,927,495,126,22-11-2017
8980,1004,8901,611,462,102,04-11-2017
8981,1004,24102,1939,143,181,15-11-2017
8982,1004,21188,1263,412,29,17-11-2017
8983,1004,4087,86,487,192,01-11-2017
8984,1004,16388,804,270,127,19-11-2017
8985,1004,19023,2245,87,64,18-11-2017
8986,1004,24532,1716,123,127,06-11-2017
8987,1005,19217,2125,316,93,01-04-2016
8988,1005,4960,160,121,51,24-04-2016
8989,1005,22116,1541,467,191,16-04-2016
8990,1005,15174,772,342,190,26-03-2016
8991,1005,20078,2296,466,189,13-04-2016
8992,1005,21574,1376,112,112,15-03-2016
8993,1005,23229,1948,160,146,05-04-2016
8994,1005,23513,1983,493,61,10-04-2016
8995,1005,10908,258,372,198,22-04-2016
8996,1005,10169,806,191,154,25-03-2016
8997,1005,7324,742,121,71,20-04-2016
8998,1006,14041,843,162,193,25-03-2016
8999,1006,12771,313,335,85,24-03-2016
9000,1006,13478,1037,426,188,02-04-2016
9001,1006,3158,66,274,58,20-03-2016
9002,1006,5006,355,391,122,22-03-2016
9003,1006,8881,821,499,134,21-03-2016
9004,1006,15696,1064,455,94,23-03-2016
9005,1007,17496,1717,198,82,13-12-2017
9006,1007,11443,572,147,10,02-12-2017
9007,1007,23546,1529,57,66,11-12-2017
9008,1007,22368,1070,12,170,01-12-2017
9009,1007,16119,1803,222,127,28-12-2017
9010,1007,22600,2432,1,131,30-11-2017
9011,1007,17985,2029,226,16,08-12-2017
9012,1007,8580,591,167,62,23-11-2017
9013,1007,7595,241,296,130,27-12-2017
9014,1007,22355,2039,393,192,20-12-2017
9015,1007,16922,529,358,101,27-11-2017
9016,1007,10902,1059,191,7,19-12-2017
9017,1007,23978,2352,325,192,16-12-2017
9018,1007,21508,2007,476,77,18-12-2017
9019,1007,10436,1138,340,187,05-12-2017
9020,1008,6453,496,234,142,25-05-2016
9021,1008,24834,1854,125,89,03-06-2016
9022,1008,21275,2366,78,14,10-06-2016
9023,1008,6083,420,310,123,11-06-2016
9024,1008,24758,1945,304,12,26-05-2016
9025,1008,14373,1043,271,95,07-05-2016
9026,1008,5755,165,17,180,04-05-2016
9027,1008,17751,2066,111,56,02-06-2016
9028,1008,10802,893,199,92,05-05-2016
9029,1008,17903,846,156,170,29-05-2016
9030,1008,15012,1734,181,68,13-05-2016
9031,1008,14452,925,354,78,08-06-2016
9032,1008,23204,2232,305,30,30-05-2016
9033,1008,17434,665,299,82,23-05-2016
9034,1008,3772,333,44,111,20-05-2016
9035,1009,21238,1528,483,51,14-09-2016
9036,1009,11044,535,422,40,06-09-2016
9037,1009,7315,540,136,40,16-09-2016
9038,1009,17527,1876,429,114,17-09-2016
9039,1009,12817,1173,467,6,05-09-2016
9040,1010,21543,2337,391,127,22-04-2016
9041,1010,16841,1206,485,140,25-04-2016
9042,1010,19317,1496,399,115,21-04-2016
9043,1010,23394,1143,226,68,26-04-2016
9044,1010,17802,903,302,184,20-04-2016
9045,1010,7734,594,415,7,23-04-2016
9046,1010,14902,1183,407,29,19-04-2016
9047,1010,24539,1976,259,145,24-04-2016
9048,1011,17766,1070,121,130,04-09-2016
9049,1011,13527,410,297,92,21-08-2016
9050,1011,3548,248,259,47,19-08-2016
9051,1011,6037,303,254,61,01-09-2016
9052,1011,7150,553,120,127,12-08-2016
9053,1012,23558,1314,368,114,21-01-2017
9054,1012,8612,682,24,17,04-01-2017
9055,1012,24679,1043,29,71,25-01-2017
9056,1012,24361,2720,326,111,28-12-2016
9057,1012,12318,968,13,143,31-12-2016
9058,1012,18317,1636,90,69,29-12-2016
9059,1012,15863,460,376,46,09-01-2017
9060,1012,14308,545,38,182,22-01-2017
9061,1012,18346,1506,35,108,03-01-2017
9062,1012,9261,827,83,102,16-01-2017
9063,1012,5955,470,430,18,26-01-2017
9064,1012,7637,746,104,6,27-12-2016
9065,1012,23045,2679,106,69,24-01-2017
9066,1013,21129,711,68,40,23-07-2017
9067,1013,8249,604,208,74,19-07-2017
9068,1013,23469,859,474,136,28-07-2017
9069,1013,21762,646,111,134,21-07-2017
9070,1013,9390,379,207,109,12-07-2017
9071,1013,21593,2514,370,52,11-07-2017
9072,1014,10795,922,306,154,18-03-2017
9073,1014,20551,2286,137,100,01-03-2017
9074,1014,20747,2390,118,73,22-02-2017
9075,1014,24056,891,499,123,20-03-2017
9076,1014,21375,1437,93,187,03-03-2017
9077,1014,7854,575,244,108,04-03-2017
9078,1014,11856,718,214,145,17-03-2017
9079,1014,3047,355,197,106,12-03-2017
9080,1014,4068,364,160,9,07-03-2017
9081,1014,22221,1386,388,93,02-03-2017
9082,1014,23736,792,394,101,16-03-2017
9083,1014,5483,354,44,63,08-03-2017
9084,1014,7708,693,239,118,22-03-2017
9085,1015,6284,187,383,193,08-07-2016
9086,1015,21056,2080,112,35,02-06-2016
9087,1015,23264,1614,110,43,10-06-2016
9088,1015,7944,261,345,7,12-07-2016
9089,1015,4517,531,154,123,11-06-2016
9090,1015,22139,999,171,165,17-06-2016
9091,1015,22644,1333,458,156,06-06-2016
9092,1015,8449,216,222,73,19-06-2016
9093,1015,4302,473,370,146,04-06-2016
9094,1015,7498,738,375,27,16-06-2016
9095,1015,23841,1272,454,144,06-07-2016
9096,1015,11192,349,105,64,02-07-2016
9097,1015,12177,1150,474,81,26-06-2016
9098,1015,4749,545,350,80,30-06-2016
9099,1015,18634,1069,229,116,13-06-2016
9100,1016,6298,584,271,127,23-02-2016
9101,1016,15750,899,461,84,17-02-2016
9102,1016,7380,525,415,111,28-01-2016
9103,1016,12531,951,83,115,19-02-2016
9104,1016,5811,570,129,145,30-01-2016
9105,1017,21641,1882,74,18,14-11-2016
9106,1017,17414,649,93,128,06-11-2016
9107,1017,3981,164,384,78,27-10-2016
9108,1017,8429,529,224,157,29-10-2016
9109,1017,10044,719,342,168,11-11-2016
9110,1017,23646,949,45,25,07-11-2016
9111,1017,24496,2440,288,94,13-11-2016
9112,1017,9091,905,462,35,24-10-2016
9113,1017,13026,802,81,49,30-10-2016
9114,1017,7611,291,331,107,01-11-2016
9115,1017,16251,1566,24,144,09-11-2016
9116,1017,17682,1626,103,154,02-11-2016
9117,1017,11824,244,188,68,31-10-2016
9118,1017,7089,323,433,105,15-11-2016
9119,1018,8045,749,488,70,15-08-2017
9120,1018,13631,1141,330,154,23-08-2017
9121,1018,12979,374,102,149,24-08-2017
9122,1018,8200,475,14,185,16-08-2017
9123,1018,20867,2326,352,151,22-08-2017
9124,1018,16257,850,420,131,17-08-2017
9125,1018,24034,1703,228,30,21-08-2017
9126,1018,20623,1848,122,55,20-08-2017
9127,1018,3860,460,199,113,18-08-2017
9128,1018,22427,724,387,99,25-08-2017
9129,1018,21926,1134,214,27,19-08-2017
9130,1019,11430,1280,414,154,08-04-2017
9131,1019,7588,328,408,100,02-04-2017
9132,1019,14039,1427,209,10,05-04-2017
9133,1019,20004,879,34,110,07-04-2017
9134,1019,16813,1178,271,142,10-04-2017
9135,1019,11424,275,413,92,11-04-2017
9136,1019,11158,476,427,146,06-04-2017
9137,1019,12997,396,171,113,12-04-2017
9138,1019,17452,381,355,152,03-04-2017
9139,1019,15909,601,386,199,09-04-2017
9140,1019,6607,402,176,178,04-04-2017
9141,1020,18946,1995,225,123,29-02-2016
9142,1020,17806,1023,472,118,05-03-2016
9143,1020,22507,545,198,8,13-03-2016
9144,1020,19087,1898,264,108,02-03-2016
9145,1020,22625,1753,303,128,03-03-2016
9146,1020,18498,710,367,132,10-03-2016
9147,1020,5383,305,254,161,06-03-2016
9148,1020,19344,1225,313,176,16-03-2016
9149,1020,22618,1556,390,61,15-03-2016
9150,1020,19112,1951,117,45,04-03-2016
9151,1020,15094,502,469,119,08-03-2016
9152,1020,18953,2215,464,181,14-03-2016
9153,1020,12176,1382,472,100,11-03-2016
9154,1020,18902,514,318,89,17-03-2016
9155,1021,16494,1954,403,40,09-06-2016
9156,1021,12046,390,451,129,15-06-2016
9157,1021,7372,770,371,49,14-06-2016
9158,1021,11345,603,361,160,04-06-2016
9159,1021,4635,211,430,94,01-06-2016
9160,1021,8294,883,43,11,12-06-2016
9161,1021,19011,1246,477,143,03-06-2016
9162,1021,18409,1884,469,7,30-05-2016
9163,1021,3600,148,398,75,13-06-2016
9164,1021,24364,2235,256,45,06-06-2016
9165,1022,20323,2353,47,0,24-07-2017
9166,1022,24846,732,340,5,06-08-2017
9167,1022,8982,1032,286,158,25-07-2017
9168,1022,17385,2030,60,154,02-08-2017
9169,1022,12618,520,250,83,30-07-2017
9170,1022,19439,1677,198,148,23-07-2017
9171,1022,4820,384,105,192,07-08-2017
9172,1022,13056,523,160,72,01-08-2017
9173,1022,14111,796,132,101,10-08-2017
9174,1022,23454,2431,107,93,04-08-2017
9175,1022,4592,474,171,127,09-08-2017
9176,1022,8930,361,464,127,03-08-2017
9177,1022,4929,488,411,109,28-07-2017
9178,1022,17836,786,3,167,08-08-2017
9179,1023,6971,812,313,155,22-05-2016
9180,1023,19998,664,381,85,15-05-2016
9181,1023,14189,1240,109,109,23-05-2016
9182,1023,6396,654,264,78,17-05-2016
9183,1023,13097,831,289,134,21-05-2016
9184,1023,9372,637,157,18,12-05-2016
9185,1023,21266,2230,462,157,19-05-2016
9186,1023,17623,1541,257,137,11-05-2016
9187,1023,3217,382,439,23,16-05-2016
9188,1023,18856,855,467,37,20-05-2016
9189,1023,19608,854,75,29,14-05-2016
9190,1023,15816,1257,289,60,07-05-2016
9191,1023,6685,548,469,179,10-05-2016
9192,1023,23687,2729,29,122,06-05-2016
9193,1024,8317,935,33,118,15-07-2017
9194,1024,19612,1363,468,191,26-07-2017
9195,1024,4876,513,163,64,01-08-2017
9196,1024,6272,175,133,127,18-07-2017
9197,1024,7369,370,86,163,02-08-2017
9198,1024,9311,336,378,155,05-07-2017
9199,1024,22957,2348,82,78,03-08-2017
9200,1024,3531,403,1,77,21-07-2017
9201,1024,17304,1075,18,37,10-07-2017
9202,1024,23082,2218,494,43,02-07-2017
9203,1024,10053,437,239,72,08-07-2017
9204,1024,13741,1165,94,46,07-07-2017
9205,1024,3848,392,176,145,28-07-2017
9206,1024,3257,186,348,175,27-07-2017
9207,1024,14347,1321,391,71,05-08-2017
9208,1025,6782,346,171,85,20-10-2017
9209,1025,22342,2229,200,164,13-10-2017
9210,1025,18003,669,157,3,15-10-2017
9211,1025,9140,398,44,32,18-10-2017
9212,1025,14574,1483,170,109,21-10-2017
9213,1025,5743,282,499,32,24-10-2017
9214,1025,11195,333,121,117,09-10-2017
9215,1025,8830,485,356,159,16-10-2017
9216,1025,18884,603,312,78,12-10-2017
9217,1025,23885,627,106,73,10-10-2017
9218,1025,15696,612,335,53,14-10-2017
9219,1025,24379,884,424,36,23-10-2017
9220,1025,23855,2364,59,89,22-10-2017
9221,1025,10070,584,120,126,11-10-2017
9222,1025,19577,417,185,177,17-10-2017
9223,1026,13513,374,120,75,03-05-2017
9224,1026,15896,384,360,57,09-05-2017
9225,1026,23956,2050,237,160,25-04-2017
9226,1026,15186,1237,499,182,30-04-2017
9227,1026,13627,609,150,62,15-05-2017
9228,1026,16784,549,364,25,29-04-2017
9229,1026,16846,1175,473,62,26-05-2017
9230,1026,19628,1939,50,117,04-05-2017
9231,1026,6774,635,375,153,14-05-2017
9232,1026,23510,2105,299,195,10-05-2017
9233,1026,24311,1497,487,15,24-05-2017
9234,1026,17386,928,1,51,23-05-2017
9235,1027,12530,931,56,12,13-06-2016
9236,1027,19173,869,66,194,05-06-2016
9237,1027,20436,1694,311,181,12-06-2016
9238,1027,15647,1618,332,153,31-05-2016
9239,1027,22990,617,307,168,10-06-2016
9240,1027,6035,656,220,45,17-06-2016
9241,1027,17447,925,59,139,07-06-2016
9242,1027,9390,928,362,26,18-06-2016
9243,1027,14474,1267,85,45,03-06-2016
9244,1027,17729,1947,136,156,15-06-2016
9245,1028,3360,177,314,143,19-09-2016
9246,1028,17231,1172,402,140,29-08-2016
9247,1028,6083,211,77,193,16-08-2016
9248,1028,13119,1043,109,75,31-08-2016
9249,1028,11884,264,388,180,30-08-2016
9250,1028,18757,2050,12,49,03-09-2016
9251,1028,21004,1629,359,157,16-09-2016
9252,1028,17456,1859,406,51,17-09-2016
9253,1028,7810,522,126,91,09-09-2016
9254,1028,24493,591,439,188,20-08-2016
9255,1028,3686,377,466,84,01-09-2016
9256,1028,20746,1305,330,99,06-09-2016
9257,1029,6208,499,210,62,28-08-2017
9258,1029,21035,465,457,11,21-08-2017
9259,1029,13725,855,185,1,31-08-2017
9260,1029,23072,2698,472,196,13-09-2017
9261,1029,22389,2010,184,156,03-09-2017
9262,1029,4891,453,296,194,19-08-2017
9263,1029,12862,1496,13,94,20-08-2017
9264,1029,3945,80,318,180,12-09-2017
9265,1029,12764,465,420,137,08-09-2017
9266,1029,10445,290,455,127,10-09-2017
9267,1029,7537,533,44,49,24-08-2017
9268,1030,19341,1363,381,142,20-12-2016
9269,1030,7797,828,450,50,10-12-2016
9270,1030,10527,757,217,35,04-12-2016
9271,1030,10428,1083,482,148,22-12-2016
9272,1030,12994,918,190,55,09-12-2016
9273,1030,20875,2212,462,152,21-12-2016
9274,1030,17218,1922,351,47,24-12-2016
9275,1030,5378,147,375,163,08-12-2016
9276,1030,17584,1436,470,91,25-12-2016
9277,1030,4419,524,282,135,16-12-2016
9278,1031,4562,204,480,70,25-06-2016
9279,1031,4425,261,80,166,20-06-2016
9280,1031,18527,1547,416,58,17-06-2016
9281,1031,4699,228,332,92,16-06-2016
9282,1031,9352,1114,392,95,19-06-2016
9283,1031,5824,432,374,12,23-06-2016
9284,1031,5495,384,89,63,22-06-2016
9285,1031,5122,438,195,137,21-06-2016
9286,1031,12193,1334,235,113,18-06-2016
9287,1032,16313,1796,258,55,28-12-2017
9288,1032,15127,1376,143,80,09-01-2018
9289,1032,14213,1504,450,82,03-01-2018
9290,1032,22273,518,80,45,31-12-2017
9291,1032,3721,285,492,88,10-01-2018
9292,1032,19137,2261,16,143,27-12-2017
9293,1032,6430,496,219,89,04-01-2018
9294,1032,13875,720,260,101,07-01-2018
9295,1032,12119,1236,167,83,01-01-2018
9296,1032,9654,233,190,2,30-12-2017
9297,1033,6570,506,346,115,03-01-2018
9298,1033,12465,561,178,145,28-12-2017
9299,1033,6184,675,125,136,12-01-2018
9300,1033,4444,103,40,125,31-12-2017
9301,1033,20789,573,139,51,17-01-2018
9302,1033,23119,632,306,141,06-01-2018
9303,1033,6823,634,488,77,26-01-2018
9304,1033,16552,1210,356,166,29-12-2017
9305,1033,14624,1220,116,137,01-01-2018
9306,1033,14768,978,362,29,22-12-2017
9307,1033,14419,1162,108,12,25-01-2018
9308,1033,10551,749,313,39,18-01-2018
9309,1033,18798,646,48,19,23-01-2018
9310,1033,16845,1411,15,41,25-12-2017
9311,1033,11892,1029,257,133,09-01-2018
9312,1034,6261,529,156,191,18-10-2016
9313,1034,21288,1311,39,70,28-09-2016
9314,1034,18342,1377,6,191,25-09-2016
9315,1034,13574,395,400,80,18-09-2016
9316,1034,22170,1319,356,6,09-10-2016
9317,1034,14167,1652,87,188,10-10-2016
9318,1034,12129,1324,56,123,20-10-2016
9319,1034,19688,779,174,158,16-09-2016
9320,1034,12662,1498,280,135,14-10-2016
9321,1034,6316,215,447,38,22-10-2016
9322,1034,15840,1723,33,135,03-10-2016
9323,1034,20178,404,227,76,08-10-2016
9324,1034,24235,1982,477,189,16-10-2016
9325,1034,11469,576,292,193,04-10-2016
9326,1035,5167,538,476,190,26-04-2016
9327,1035,22805,932,156,34,15-05-2016
9328,1035,24940,2240,86,189,21-04-2016
9329,1035,11496,403,58,135,17-05-2016
9330,1035,23892,2410,117,41,09-05-2016
9331,1035,11893,458,123,88,11-05-2016
9332,1035,12143,1060,8,188,23-05-2016
9333,1036,18875,1170,152,38,03-05-2016
9334,1036,6261,563,73,76,09-05-2016
9335,1036,16097,1705,41,77,07-05-2016
9336,1036,13065,1222,310,193,29-05-2016
9337,1036,5739,366,409,121,07-06-2016
9338,1037,11541,346,253,128,05-07-2017
9339,1037,20350,499,342,9,27-06-2017
9340,1037,11470,337,123,45,02-07-2017
9341,1037,3873,92,132,94,20-06-2017
9342,1037,10947,516,3,58,30-06-2017
9343,1037,23254,1531,301,20,07-07-2017
9344,1037,16308,607,142,72,09-07-2017
9345,1038,23579,713,267,34,27-10-2016
9346,1038,13389,1051,206,126,26-10-2016
9347,1038,13502,756,8,25,23-10-2016
9348,1038,3603,116,193,131,30-10-2016
9349,1038,24242,2518,3,0,28-10-2016
9350,1038,3180,191,197,65,02-11-2016
9351,1038,3302,172,224,29,21-10-2016
9352,1038,19098,1976,411,22,22-10-2016
9353,1039,7659,512,224,45,17-12-2016
9354,1039,11721,1228,380,121,07-12-2016
9355,1039,19098,1733,85,44,19-12-2016
9356,1039,7574,762,344,44,23-12-2016
9357,1039,19148,697,360,178,27-12-2016
9358,1040,24035,2204,344,19,06-05-2017
9359,1040,22539,1415,348,128,08-05-2017
9360,1040,18850,1259,322,106,01-05-2017
9361,1040,20244,2283,9,45,28-04-2017
9362,1040,9562,398,200,142,29-04-2017
9363,1040,24217,2177,358,156,07-05-2017
9364,1040,22196,1454,278,179,05-05-2017
9365,1040,15576,952,396,35,30-04-2017
9366,1040,20174,1522,292,108,04-05-2017
9367,1040,7646,451,26,104,02-05-2017
9368,1040,7270,189,269,192,03-05-2017
9369,1040,4540,128,402,180,27-04-2017
9370,1041,22933,1584,250,132,29-03-2017
9371,1041,7712,729,24,113,10-04-2017
9372,1041,4108,267,49,82,27-04-2017
9373,1041,11786,967,263,150,18-04-2017
9374,1041,10596,696,211,50,21-04-2017
9375,1041,8737,550,204,94,09-04-2017
9376,1042,7526,198,338,0,04-04-2016
9377,1042,6718,447,334,169,09-04-2016
9378,1042,24946,1166,378,176,05-04-2016
9379,1042,5656,206,494,110,03-04-2016
9380,1042,4189,381,374,124,10-04-2016
9381,1042,10734,392,428,148,07-04-2016
9382,1042,3174,305,29,177,08-04-2016
9383,1042,8272,549,450,73,06-04-2016
9384,1043,21739,1508,303,65,08-01-2017
9385,1043,23579,1194,475,192,06-01-2017
9386,1043,7380,196,443,66,31-12-2016
9387,1043,6192,701,466,82,07-01-2017
9388,1043,11949,796,145,1,02-01-2017
9389,1043,5954,644,264,125,01-01-2017
9390,1043,9234,494,469,126,04-01-2017
9391,1043,22790,1436,424,135,05-01-2017
9392,1043,6450,275,222,155,03-01-2017
9393,1044,6608,630,4,185,17-07-2017
9394,1044,11239,996,282,37,26-07-2017
9395,1044,21909,1106,173,131,12-07-2017
9396,1044,16959,979,226,87,13-07-2017
9397,1044,21051,2159,169,131,28-07-2017
9398,1044,13076,1231,122,129,22-07-2017
9399,1044,5437,148,318,9,27-07-2017
9400,1044,5414,517,295,167,10-07-2017
9401,1044,18718,2056,154,112,24-07-2017
9402,1044,12006,471,360,69,15-07-2017
9403,1044,7048,279,448,178,09-07-2017
9404,1045,10675,486,165,76,03-04-2017
9405,1045,8344,344,246,5,08-04-2017
9406,1045,23453,1456,192,70,30-03-2017
9407,1045,10401,1060,298,105,04-04-2017
9408,1045,3236,70,241,165,02-04-2017
9409,1046,11533,903,373,138,01-08-2016
9410,1046,16289,1542,79,81,22-07-2016
9411,1046,15752,884,160,10,26-07-2016
9412,1046,6096,361,104,77,31-07-2016
9413,1046,20817,553,223,15,03-08-2016
9414,1046,15873,1442,200,50,27-07-2016
9415,1047,4556,499,195,158,10-12-2017
9416,1047,15681,1679,21,149,30-11-2017
9417,1047,3175,199,451,80,08-12-2017
9418,1047,14172,471,160,112,05-12-2017
9419,1047,17554,615,31,66,01-12-2017
9420,1048,5664,488,71,131,29-08-2016
9421,1048,19241,1632,219,66,21-08-2016
9422,1048,4684,524,78,101,22-08-2016
9423,1048,12656,798,123,28,24-08-2016
9424,1048,19452,1400,490,161,02-09-2016
9425,1049,14023,331,438,2,23-04-2016
9426,1049,9282,791,423,126,16-04-2016
9427,1049,20977,1924,210,44,19-04-2016
9428,1049,13520,293,254,127,27-04-2016
9429,1049,9117,233,428,43,20-04-2016
9430,1049,6801,259,161,102,25-04-2016
9431,1050,4888,535,418,127,26-07-2016
9432,1050,23109,1684,171,54,21-07-2016
9433,1050,9621,1055,385,187,12-07-2016
9434,1050,15362,1203,24,89,14-07-2016
9435,1050,11061,329,276,164,24-07-2016
9436,1050,14708,1701,347,180,17-07-2016
9437,1050,23990,2661,170,138,19-07-2016
9438,1050,14653,734,317,197,25-07-2016
9439,1051,4502,448,443,27,18-01-2018
9440,1051,20335,1260,54,42,12-01-2018
9441,1051,19387,1665,363,24,02-02-2018
9442,1051,4973,354,397,115,29-01-2018
9443,1051,24321,2294,39,167,23-01-2018
9444,1051,18436,371,462,128,27-01-2018
9445,1051,17366,479,96,53,28-01-2018
9446,1051,19131,1849,39,96,03-02-2018
9447,1051,4024,117,336,188,04-01-2018
9448,1051,13494,526,48,34,30-01-2018
9449,1051,9809,411,8,181,25-01-2018
9450,1051,9174,861,96,6,14-01-2018
9451,1051,8956,756,315,60,06-01-2018
9452,1052,20368,1003,389,36,21-10-2016
9453,1052,14032,574,298,97,13-10-2016
9454,1052,23686,1642,173,91,18-10-2016
9455,1052,11056,635,90,153,22-10-2016
9456,1052,9738,872,314,129,18-09-2016
